timeStamp,elapsed,label,dataType,success,bytes,sentBytes,Latency,IdleTime,Connect
1638552451545,44,TextMedium1,text,true,581701,141,2,0,0
1638552451535,94,AudioSmall1,bin,true,1693697,140,1,0,0
1638552451632,2,TextSmall1,text,true,66009,140,1,0,0
1638552451678,45,AudioSmall1,bin,true,1693697,140,1,0,0
1638552451859,53,ImageMedium1,bin,true,334427,142,1,0,0
1638552451881,50,ImageMedium1,bin,true,334427,142,7,0,0
1638552451884,110,ImageMedium1,bin,true,334427,142,7,0,0
1638552452304,22,ImageMedium1,bin,true,334427,142,2,0,0
1638552452324,13,ImageMedium1,bin,true,334427,142,3,0,0
1638552452308,59,AudioSmall1,bin,true,1693697,140,1,0,0
1638552452316,83,TextLarge1,text,true,1253903,140,16,0,0
1638552452404,3,TextSmall1,text,true,66009,140,1,0,0
1638552452449,21,ImageLarge1,bin,true,768842,141,1,0,0
1638552452630,100,AudioLarge1,bin,true,1693697,140,1,0,0
1638552452655,95,AudioLarge1,bin,true,1693697,140,3,0,0
1638552452652,142,AudioLarge1,bin,true,1693697,140,12,0,0
1638552453088,4,ImageSmall1,bin,true,89019,141,1,0,0
1638552453079,49,TextMedium1,text,true,581702,141,8,0,0
1638552453076,81,AudioLarge1,bin,true,1693697,140,1,0,0
1638552453095,71,TextLarge1,text,true,1253904,140,1,0,0
1638552453174,37,TextLarge1,text,true,1253904,140,2,0,0
1638552453220,56,TextLarge1,text,true,1253904,140,1,0,0
1638552453402,101,AudioLarge1,bin,true,1693697,140,1,0,0
1638552453423,98,TextLarge1,text,true,1253904,140,2,0,0
1638552453426,132,AudioSmall1,bin,true,1693697,140,2,0,0
1638552453847,3,TextSmall1,text,true,66009,140,1,0,0
1638552453858,20,TextSmall1,text,true,66008,140,2,0,0
1638552453866,56,TextMedium1,text,true,581702,141,5,0,0
1638552453850,179,AudioSmall1,bin,true,1693697,140,4,0,0
1638552453945,91,ImageLarge1,bin,true,768842,141,13,0,0
1638552453991,64,TextMedium1,text,true,581702,141,2,0,0
1638552454197,97,ImageLarge1,bin,true,768842,141,2,0,0
1638552454194,103,TextLarge1,text,true,1253904,140,2,0,0
1638552454172,136,AudioLarge1,bin,true,1693697,140,1,0,0
1638552454622,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552454618,45,ImageLarge1,bin,true,768842,141,1,0,0
1638552454628,121,TextLarge1,text,true,1253903,140,1,0,0
1638552454762,28,TextMedium1,text,true,581702,141,10,0,0
1638552454637,206,AudioLarge1,bin,true,1693697,140,2,0,0
1638552454718,137,TextLarge1,text,true,1253904,140,29,0,0
1638552454943,8,ImageMedium1,bin,true,334427,142,1,0,0
1638552454965,3,ImageSmall1,bin,true,89020,141,2,0,0
1638552454968,24,ImageLarge1,bin,true,768842,141,1,0,0
1638552455392,9,ImageSmall1,bin,true,89020,141,1,0,0
1638552455401,28,ImageSmall1,bin,true,89019,141,7,0,0
1638552455407,60,AudioLarge1,bin,true,1693697,140,5,0,0
1638552455389,91,AudioSmall1,bin,true,1693697,140,1,0,0
1638552455488,70,AudioMedium1,bin,true,1693697,140,1,0,0
1638552455533,35,TextMedium1,text,true,581702,141,2,0,0
1638552455736,23,TextMedium1,text,true,581702,141,2,0,0
1638552455714,82,AudioLarge1,bin,true,1693697,140,0,0,0
1638552455739,75,AudioLarge1,bin,true,1693697,140,1,0,0
1638552456178,40,ImageLarge1,bin,true,768842,141,9,0,0
1638552456160,90,TextLarge1,text,true,1253904,140,1,0,0
1638552456258,9,TextSmall1,text,true,66009,140,7,0,0
1638552456304,53,ImageLarge1,bin,true,768842,141,3,0,0
1638552456163,196,ImageLarge1,bin,true,768842,141,2,0,0
1638552456172,195,AudioSmall1,bin,true,1693661,140,61,0,0
1638552456485,15,TextMedium1,text,true,581702,141,1,0,0
1638552456507,65,AudioLarge1,bin,true,1693697,140,2,0,0
1638552456509,97,AudioMedium1,bin,true,1693697,140,1,0,0
1638552456931,5,ImageSmall1,bin,true,89020,141,2,0,0
1638552456934,20,TextMedium1,text,true,581702,141,2,0,0
1638552456949,27,ImageMedium1,bin,true,334427,142,4,0,0
1638552456942,50,ImageLarge1,bin,true,768843,141,14,0,3
1638552457032,18,TextMedium1,text,true,581702,141,1,0,0
1638552457076,9,ImageMedium1,bin,true,334427,142,1,0,0
1638552457256,22,ImageLarge1,bin,true,768842,141,2,0,0
1638552457278,17,TextMedium1,text,true,581702,141,1,0,0
1638552457282,55,AudioLarge1,bin,true,1693697,140,4,0,0
1638552457701,56,ImageLarge1,bin,true,768842,141,1,0,0
1638552457720,51,ImageLarge1,bin,true,768842,141,2,0,0
1638552457705,92,AudioMedium1,bin,true,1693697,140,2,0,0
1638552457713,98,ImageLarge1,bin,true,768842,141,19,0,0
1638552457800,118,AudioMedium1,bin,true,1693697,140,10,0,0
1638552457846,101,AudioMedium1,bin,true,1693697,140,3,0,0
1638552458028,10,ImageMedium1,bin,true,334427,142,1,0,0
1638552458049,16,ImageSmall1,bin,true,89020,141,3,0,0
1638552458052,13,ImageMedium1,bin,true,334427,142,1,0,0
1638552458476,5,TextSmall1,text,true,66009,140,2,0,0
1638552458484,5,ImageSmall1,bin,true,89020,141,2,0,0
1638552458473,42,ImageLarge1,bin,true,768842,141,1,0,0
1638552458491,25,ImageMedium1,bin,true,334427,142,1,0,0
1638552458572,20,TextMedium1,text,true,581702,141,1,0,0
1638552458617,31,TextLarge1,text,true,1253904,140,1,0,0
1638552458798,3,ImageSmall1,bin,true,89020,141,0,0,0
1638552458823,24,TextMedium1,text,true,581702,141,1,0,0
1638552458820,141,AudioSmall1,bin,true,1693697,140,1,0,0
1638552459244,3,TextSmall1,text,true,66009,140,1,0,0
1638552459247,4,TextSmall1,text,true,66009,140,1,0,0
1638552459255,3,TextSmall1,text,true,66009,140,1,0,0
1638552459342,13,ImageMedium1,bin,true,334427,142,4,0,0
1638552459262,108,AudioMedium1,bin,true,1693697,140,3,0,0
1638552459388,19,ImageLarge1,bin,true,768842,141,0,0,0
1638552459569,8,ImageMedium1,bin,true,334427,142,1,0,0
1638552459591,3,TextSmall1,text,true,66009,140,1,0,0
1638552459594,49,AudioSmall1,bin,true,1693697,140,2,0,0
1638552459691,13,ImageMedium1,bin,true,334428,142,2,0,1
1638552460015,4,ImageSmall1,bin,true,89020,141,1,0,0
1638552460033,23,ImageMedium1,bin,true,334427,142,4,0,0
1638552460026,59,ImageLarge1,bin,true,768842,141,7,0,0
1638552460018,67,AudioSmall1,bin,true,1693697,140,1,0,0
1638552460113,41,AudioSmall1,bin,true,1693697,140,1,0,0
1638552460160,39,AudioLarge1,bin,true,1693697,140,1,0,0
1638552460340,32,TextLarge1,text,true,1253903,140,1,0,0
1638552460365,11,TextSmall1,text,true,66009,140,2,0,0
1638552460361,54,AudioLarge1,bin,true,1693697,140,10,0,0
1638552460536,43,AudioMedium1,bin,true,1693697,140,1,0,0
1638552460884,9,ImageSmall1,bin,true,89020,141,6,0,0
1638552460872,179,TextLarge1,text,true,1253904,140,1,0,0
1638552460875,198,AudioLarge1,bin,true,1693697,140,2,0,0
1638552460971,103,TextMedium1,text,true,581702,141,13,0,0
1638552460890,242,AudioSmall1,bin,true,1693697,140,3,0,0
1638552461018,139,AudioMedium1,bin,true,1693697,140,27,0,0
1638552461202,22,ImageLarge1,bin,true,768841,141,1,0,0
1638552461220,70,AudioMedium1,bin,true,1693697,140,3,0,0
1638552461222,77,TextLarge1,text,true,1253904,140,4,0,0
1638552461393,9,ImageMedium1,bin,true,334427,142,1,0,0
1638552461729,4,TextSmall1,text,true,66009,140,2,0,0
1638552461732,63,TextMedium1,text,true,581702,141,2,0,0
1638552461747,58,TextMedium1,text,true,581702,141,16,0,0
1638552461740,275,AudioSmall1,bin,true,1693697,140,18,0,0
1638552461874,157,ImageLarge1,bin,true,768842,141,24,0,0
1638552461827,230,AudioLarge1,bin,true,1693697,140,19,0,0
1638552462079,10,ImageSmall1,bin,true,89020,141,1,0,0
1638552462076,42,ImageMedium1,bin,true,334427,142,3,0,0
1638552462057,146,TextLarge1,text,true,1253903,140,1,0,0
1638552462250,4,ImageSmall1,bin,true,89020,141,2,0,0
1638552462604,4,TextSmall1,text,true,66009,140,1,0,0
1638552462597,11,TextSmall1,text,true,66009,140,2,0,0
1638552462586,39,ImageLarge1,bin,true,768842,141,1,0,0
1638552462590,44,ImageLarge1,bin,true,768842,141,2,0,0
1638552462689,10,ImageMedium1,bin,true,334427,142,1,0,0
1638552462730,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552462911,3,ImageSmall1,bin,true,89019,141,1,0,0
1638552462937,14,ImageMedium1,bin,true,334427,142,1,0,0
1638552462933,56,AudioLarge1,bin,true,1693697,140,1,0,0
1638552463107,46,AudioLarge1,bin,true,1693697,140,1,0,0
1638552463453,6,ImageSmall1,bin,true,89020,141,2,0,0
1638552463442,90,AudioLarge1,bin,true,1693697,140,1,0,0
1638552463461,83,ImageLarge1,bin,true,768842,141,3,0,0
1638552463541,9,ImageSmall1,bin,true,89020,141,5,0,0
1638552463446,119,AudioMedium1,bin,true,1693697,140,1,0,0
1638552463588,5,ImageSmall1,bin,true,89020,141,0,0,0
1638552463793,4,ImageSmall1,bin,true,89020,141,2,0,0
1638552463790,8,ImageSmall1,bin,true,89020,141,2,0,0
1638552463768,57,AudioMedium1,bin,true,1693696,140,1,0,0
1638552463964,10,ImageMedium1,bin,true,334427,142,1,0,0
1638552464304,2,TextSmall1,text,true,66009,140,0,0,0
1638552464318,21,ImageSmall1,bin,true,89020,141,11,0,0
1638552464301,65,AudioMedium1,bin,true,1693697,140,1,0,0
1638552464311,86,AudioMedium1,bin,true,1693697,140,1,0,0
1638552464398,17,TextMedium1,text,true,581701,141,1,0,0
1638552464444,22,ImageMedium1,bin,true,334427,142,12,0,0
1638552464625,9,ImageMedium1,bin,true,334426,142,1,0,0
1638552464650,11,ImageMedium1,bin,true,334427,142,1,0,0
1638552464646,57,AudioMedium1,bin,true,1693697,140,1,0,0
1638552464821,59,TextLarge1,text,true,1253904,140,1,0,0
1638552465158,29,ImageLarge1,bin,true,768842,141,1,0,0
1638552465175,19,TextSmall1,text,true,66009,140,14,0,0
1638552465167,44,ImageLarge1,bin,true,768842,141,14,0,0
1638552465160,79,AudioLarge1,bin,true,1693697,140,1,0,0
1638552465255,12,ImageMedium1,bin,true,334426,142,1,0,0
1638552465301,11,ImageMedium1,bin,true,334427,142,1,0,0
1638552465482,10,ImageMedium1,bin,true,334426,142,1,0,0
1638552465507,4,ImageSmall1,bin,true,89020,141,2,0,0
1638552465504,7,ImageSmall1,bin,true,89020,141,1,0,0
1638552465678,45,AudioLarge1,bin,true,1693697,140,1,0,0
1638552466033,3,TextSmall1,text,true,66009,140,1,0,0
1638552466014,75,TextLarge1,text,true,1253904,140,1,0,0
1638552466017,79,ImageLarge1,bin,true,768842,141,1,0,0
1638552466113,9,TextSmall1,text,true,66008,140,5,0,0
1638552466025,119,AudioLarge1,bin,true,1693697,140,4,0,0
1638552466159,80,AudioLarge1,bin,true,1693697,140,1,0,0
1638552466339,4,ImageSmall1,bin,true,89021,141,2,0,1
1638552466361,75,AudioLarge1,bin,true,1693697,140,1,0,0
1638552466365,92,AudioMedium1,bin,true,1693697,140,2,0,0
1638552466535,3,TextSmall1,text,true,66009,140,1,0,0
1638552466890,76,TextMedium1,text,true,581702,141,13,0,0
1638552466882,84,ImageLarge1,bin,true,768842,141,1,0,0
1638552466973,37,ImageMedium1,bin,true,334426,142,3,0,0
1638552466874,149,TextLarge1,text,true,1253904,140,1,0,0
1638552466871,209,AudioSmall1,bin,true,1693697,140,1,0,0
1638552467015,101,AudioLarge1,bin,true,1693697,140,9,0,0
1638552467196,17,TextMedium1,text,true,581702,141,1,0,0
1638552467222,8,ImageSmall1,bin,true,89020,141,2,0,0
1638552467218,72,TextLarge1,text,true,1253904,140,1,0,0
1638552467392,52,AudioSmall1,bin,true,1693697,140,1,0,0
1638552467739,33,TextMedium1,text,true,581702,141,1,0,0
1638552467732,58,ImageLarge1,bin,true,768842,141,2,0,0
1638552467746,92,ImageMedium1,bin,true,334427,142,14,0,0
1638552467728,174,AudioLarge1,bin,true,1693697,140,1,0,0
1638552467826,148,AudioSmall1,bin,true,1693696,140,14,0,0
1638552467879,109,TextLarge1,text,true,1253904,140,2,0,0
1638552468054,40,TextLarge1,text,true,1253904,140,1,0,0
1638552468076,56,TextMedium1,text,true,581702,141,12,0,0
1638552468078,91,AudioMedium1,bin,true,1693697,140,17,0,0
1638552468249,4,ImageSmall1,bin,true,89020,141,1,0,0
1638552468588,58,TextMedium1,text,true,581702,141,3,0,0
1638552468586,191,TextLarge1,text,true,1253904,140,1,0,0
1638552468683,178,TextSmall1,text,true,66010,140,147,0,5
1638552468596,278,AudioMedium1,bin,true,1693697,140,1,0,0
1638552468910,12,ImageSmall1,bin,true,89020,141,8,0,0
1638552468730,193,ImageMedium1,bin,true,334427,142,60,0,0
1638552468933,12,ImageSmall1,bin,true,89020,141,1,0,0
1638552468604,349,AudioSmall1,bin,true,1693697,140,23,0,0
1638552468935,22,ImageSmall1,bin,true,89020,141,19,0,0
1638552469106,56,TextLarge1,text,true,1253904,140,2,0,0
1638552469442,2,TextSmall1,text,true,66009,140,0,0,0
1638552469460,17,TextSmall1,text,true,66009,140,4,0,0
1638552469446,72,AudioMedium1,bin,true,1693697,140,1,0,0
1638552469453,134,AudioMedium1,bin,true,1693697,140,3,0,0
1638552469587,11,TextSmall1,text,true,66009,140,4,0,0
1638552469540,66,TextLarge1,text,true,1253904,140,1,0,0
1638552469767,3,TextSmall1,text,true,66009,140,1,0,0
1638552469790,89,AudioSmall1,bin,true,1693697,140,1,0,0
1638552469792,88,AudioMedium1,bin,true,1693697,140,1,0,0
1638552469963,2,TextSmall1,text,true,66009,140,1,0,0
1638552470302,4,TextSmall1,text,true,66009,140,2,0,0
1638552470311,52,TextMedium1,text,true,581702,141,2,0,0
1638552470322,44,ImageSmall1,bin,true,89020,141,34,0,0
1638552470299,89,AudioMedium1,bin,true,1693697,140,1,0,0
1638552470444,9,TextSmall1,text,true,66009,140,6,0,0
1638552470397,78,AudioSmall1,bin,true,1693697,140,1,0,0
1638552470624,55,AudioMedium1,bin,true,1693697,140,1,0,0
1638552470646,127,TextLarge1,text,true,1253904,140,7,0,0
1638552470649,125,AudioSmall1,bin,true,1693697,140,3,0,0
1638552470822,58,AudioMedium1,bin,true,1693697,140,5,0,0
1638552471156,102,TextLarge1,text,true,1253904,140,1,0,0
1638552471169,124,AudioMedium1,bin,true,1693697,140,6,0,0
1638552471159,145,AudioMedium1,bin,true,1693697,140,2,0,0
1638552471254,77,TextMedium1,text,true,581702,141,18,0,0
1638552471178,171,AudioMedium1,bin,true,1693697,140,7,0,0
1638552471309,50,ImageLarge1,bin,true,768842,141,4,0,0
1638552471482,18,TextMedium1,text,true,581702,141,3,0,0
1638552471503,183,AudioSmall1,bin,true,1693697,140,1,0,0
1638552471506,241,AudioSmall1,bin,true,1693697,140,4,0,0
1638552471677,83,AudioSmall1,bin,true,1693697,140,12,0,0
1638552471766,77,AudioMedium2,bin,true,1693698,140,5,0,3
1638552471853,163,AudioLarge2,bin,true,1693697,140,1,0,0
1638552472016,30,ImageLarge2,bin,true,768842,141,5,0,0
1638552472104,22,ImageLarge2,bin,true,768842,141,1,0,0
1638552472190,15,TextMedium2,text,true,581702,141,1,0,0
1638552472275,42,AudioLarge2,bin,true,1693697,140,1,0,0
1638552472361,4,ImageSmall2,bin,true,89020,141,1,0,0
1638552472447,38,TextLarge2,text,true,1253904,140,2,0,0
1638552472533,58,AudioSmall2,bin,true,1693697,140,2,0,0
1638552472627,6,TextSmall2,text,true,66009,140,3,0,0
1638552472705,2,TextSmall2,text,true,66009,140,1,0,0
1638552472791,32,TextLarge2,text,true,1253904,140,1,0,0
1638552472877,10,ImageMedium2,bin,true,334427,142,1,0,0
1638552472963,15,TextMedium2,text,true,581702,141,1,0,0
1638552473049,48,AudioMedium2,bin,true,1693697,140,1,0,0
1638552473135,9,ImageMedium2,bin,true,334427,142,1,0,0
1638552473221,42,AudioSmall2,bin,true,1693697,140,1,0,0
1638552473308,3,TextSmall2,text,true,66009,140,0,0,0
1638552473393,9,ImageMedium2,bin,true,334427,142,1,0,0
1638552473479,3,ImageSmall2,bin,true,89020,141,1,0,0
1638552473566,59,AudioMedium2,bin,true,1693697,140,1,0,0
1638552473659,35,TextLarge2,text,true,1253904,140,2,0,0
1638552473737,3,TextSmall2,text,true,66009,140,1,0,0
1638552473823,2,TextSmall2,text,true,66009,140,1,0,0
1638552473909,51,AudioSmall2,bin,true,1693697,140,2,0,0
1638552473996,32,TextLarge2,text,true,1253904,140,1,0,0
1638552474082,2,TextSmall2,text,true,66009,140,1,0,0
1638552474168,9,ImageMedium2,bin,true,334427,142,0,0,0
1638552474252,44,AudioMedium2,bin,true,1693697,140,2,0,0
1638552474339,11,ImageMedium2,bin,true,334427,142,0,0,0
1638552474426,46,AudioMedium2,bin,true,1693697,140,1,0,0
1638552474511,45,AudioMedium2,bin,true,1693697,140,2,0,0
1638552474597,21,ImageLarge2,bin,true,768842,141,1,0,0
1638552474684,3,ImageSmall2,bin,true,89020,141,1,0,0
1638552474769,15,TextMedium2,text,true,581702,141,1,0,0
1638552474855,55,TextLarge2,text,true,1253904,140,1,0,0
1638552474941,57,AudioLarge2,bin,true,1693697,140,1,0,0
1638552475027,79,AudioLarge2,bin,true,1693697,140,1,0,0
1638552475114,3,TextSmall2,text,true,66009,140,1,0,0
1638552475200,31,TextLarge2,text,true,1253904,140,1,0,0
1638552475286,2,TextSmall2,text,true,66009,140,0,0,0
1638552475371,19,ImageLarge2,bin,true,768842,141,1,0,0
1638552475457,34,TextLarge2,text,true,1253904,140,1,0,0
1638552475543,47,AudioLarge2,bin,true,1693697,140,1,0,0
1638552475629,66,AudioLarge2,bin,true,1693697,140,1,0,0
1638552475715,20,ImageLarge2,bin,true,768842,141,1,0,0
1638552475801,4,ImageSmall2,bin,true,89020,141,1,0,0
1638552475888,26,TextMedium2,text,true,581702,141,1,0,0
1638552475972,44,AudioMedium2,bin,true,1693697,140,1,0,0
1638552476059,2,TextSmall2,text,true,66009,140,1,0,0
1638552476144,3,TextSmall2,text,true,66009,140,1,0,0
1638552476231,42,AudioSmall2,bin,true,1693697,140,0,0,0
1638552476317,8,ImageMedium2,bin,true,334427,142,1,0,0
1638552476403,53,AudioLarge2,bin,true,1693697,140,1,0,0
1638552476500,11,ImageSmall2,bin,true,89020,141,1,0,0
1638552476575,4,ImageSmall2,bin,true,89020,141,1,0,0
1638552476661,31,TextLarge2,text,true,1253904,140,1,0,0
1638552476747,42,AudioMedium2,bin,true,1693697,140,1,0,0
1638552476833,38,TextLarge2,text,true,1253904,140,1,0,0
1638552476920,43,AudioLarge2,bin,true,1693697,140,1,0,0
1638552477006,55,AudioMedium2,bin,true,1693697,140,1,0,0
1638552477090,39,TextSmall2,text,true,66009,140,2,0,0
1638552477177,34,TextLarge2,text,true,1253904,140,1,0,0
1638552477263,43,AudioMedium2,bin,true,1693697,140,1,0,0
1638552477349,29,TextLarge2,text,true,1253904,140,1,0,0
1638552477435,4,ImageSmall2,bin,true,89020,141,1,0,0
1638552477521,2,TextSmall2,text,true,66009,140,1,0,0
1638552477607,45,AudioSmall2,bin,true,1693697,140,1,0,0
1638552477694,3,TextSmall2,text,true,66009,140,1,0,0
1638552477779,9,ImageMedium2,bin,true,334427,142,1,0,0
1638552477865,17,TextMedium2,text,true,581702,141,5,0,0
1638552477951,41,AudioLarge2,bin,true,1693697,140,1,0,0
1638552478037,45,AudioMedium2,bin,true,1693697,140,1,0,0
1638552478123,19,ImageLarge2,bin,true,768842,141,1,0,0
1638552478209,20,ImageLarge2,bin,true,768842,141,1,0,0
1638552478295,23,ImageLarge2,bin,true,768842,141,2,0,0
1638552478381,53,AudioSmall2,bin,true,1693697,140,2,0,0
1638552478478,50,AudioSmall2,bin,true,1693697,140,1,0,0
1638552478553,45,AudioSmall2,bin,true,1693697,140,1,0,0
1638552478639,2,TextSmall2,text,true,66009,140,0,0,0
1638552478724,41,AudioSmall2,bin,true,1693697,140,1,0,0
1638552478811,2,TextSmall2,text,true,66009,140,1,0,0
1638552478897,44,AudioMedium2,bin,true,1693697,140,1,0,0
1638552478983,17,TextMedium2,text,true,581702,141,0,0,0
1638552479070,14,ImageMedium2,bin,true,334427,142,1,0,0
1638552479155,13,TextMedium2,text,true,581702,141,1,0,0
1638552479242,41,AudioMedium2,bin,true,1693697,140,1,0,0
1638552479327,3,TextSmall2,text,true,66009,140,1,0,0
1638552479414,3,ImageSmall2,bin,true,89020,141,1,0,0
1638552479499,3,TextSmall2,text,true,66009,140,1,0,0
1638552479585,19,TextMedium2,text,true,581702,141,1,0,0
1638552479671,55,AudioLarge2,bin,true,1693696,140,1,0,0
1638552479758,41,AudioMedium2,bin,true,1693696,140,1,0,0
